trial_id,shape_name,shape_type,seed,descend_z_offset,y_approach_offset,open_length,close_fraction,close_steps,hold_steps,finger_friction,obj_friction,obj_com_z,descend_z_actual,eef_z_reached,finger_gap_open,finger_gap_closed,n_contacts_after_close,max_force_after_close,contact_bool,obj_vel_after_close,obj_z_after_close,obj_orient_change,grasped,obj_z_before,obj_z_after,dz,lifted,success,fixed_jaw_pos_x,fixed_jaw_pos_y,fixed_jaw_pos_z,mv_jaw_pos_x,mv_jaw_pos_y,mv_jaw_pos_z
-1,cube,box,0,0.0,0.0,0.07,1.0,100,80,-1.0,-1.0,0.8096565603535799,0.8096565603535799,0.8230379425608801,0.0,0.0,0,0.0,False,0.0,0.0,0.0,False,0.8096565603535799,0.8096565603535801,2.220446049250313e-16,False,False,0.0,0.0,0.0,0.0,0.0,0.0
